HScode,TradeValue,Description,hasGain,Tariff before CPTPP,Japan Rate for Canada TPP,ROC Gain - No Export Promotion,BC Gain - no export promotion,AB Gain - no export promotion,SK Gain - no export promotion,MB Gain - no export promotion,Western Canada Gain - no export promotion,Total Canada Gain - no export promotion,ROC Gain %,BC%,AB%,SK%,MB%,Western Canada Gain %,Total Canada Gain %
030821,19093600,"Aquatic invertebrates; sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), live, fresh or chilled",TRUE,0.035,1,16,594,0,,0,595,611,8.8,6.9,9,,8.3,7,7
170220,21653652,"Sugars; maple sugar, chemically pure, in solid form; maple syrup, not containing added flavouring or colouring matter",TRUE,0.0945,1,9799,80,,4,,84,9883,48.6,45.5,0,50.1,,46,49
320890,22438918,"Paints and varnishes; based on polymers n.e.c. in heading no. 3208, dispersed or dissolved in a non-aqueous medium",TRUE,0.032,1,17,9,,,,9,26,23.1,23.1,0,,,23,23
071332,22981060,"Vegetables, leguminous; small red (adzuki) beans (phaseolus or vigna angularis), shelled, whether or not skinned or split, dried",TRUE,1.6328,1,72814,,395,506,,866,73680,555.5,,2553,2541.4,,2447,561
030520,24563152,"Fish; livers, roes and milt of fish, dried, smoked, salted or in brine",TRUE,0.0644,1,0,2641,,,8,2649,2649,27.9,16.7,0,,17.8,17,17
200410,30349207,"Vegetable preparations; potatoes, prepared or preserved otherwise than by vinegar or acetic acid, frozen",TRUE,0.1037,1,2541,12,8409,,410,8831,11372,47.5,47.8,45,,47.8,46,46
010129,32314602,"Horses; live, other than pure-bred breeding animals",TRUE,0.0624,1,,89,3312,,892,4292,4292,0,27.1,27,,25.5,26,26
081190,34040552,"Fruit, edible; fruit and nuts n.e.c. in heading no. 0811, uncooked or cooked, frozen whether or not containing added sugar or other sweetening matter",TRUE,0.1218,1,8706,6085,14,,20,6119,14825,54.5,53.3,56,,55.7,53,54
020910,53345066,"Fat; pig fat, free of lean meat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked",TRUE,0.06,1,5751,173,1314,,1366,2854,8605,29.7,22.9,21,,30.3,25,28
750210,55161852,"Nickel; unwrought, not alloyed",TRUE,0.0261,1,5882,,3254,,975,4229,10111,22.7,,23,,23.2,23,23
020610,57603864,"Offal, edible; of bovine animals, fresh or chilled",TRUE,0.2422,1.0225,10239,2,29097,,21,29120,39359,223.6,314.5,186,,247.5,186,194
441012,58729084,"Oriented strand board (OSB) of wood, whether or not agglomerated with resins or other organic binding substances",TRUE,0.0567,1,4,13142,69,515,,13726,13730,33.5,29.9,33,33.2,,30,30
030616,59668344,"Crustaceans; frozen, cold-water shrimps and prawns (Pandalus spp., Crangon crangon), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",TRUE,0.01,1,275,237,,,,237,512,3.9,3.3,0,,,3,4
020130,69991058,"Meat; of bovine animals, boneless cuts, fresh or chilled",TRUE,0.385,1.09,42627,15,66036,,0,66051,108678,501.3,561,482,,506.7,482,490
750400,111139394,Nickel; powders and flakes,TRUE,0.0166,1,6868,,586,,,586,7455,9,,11,,,11,9
020230,122454873,"Meat; of bovine animals, boneless cuts, frozen",TRUE,0.385,1.09,50671,47,135170,,81,135298,185969,566.9,595.7,340,,572.4,340,382
020329,178511481,"Meat; of swine, n.e.c. in item no. 0203.2, frozen",TRUE,0.4114,1,599052,68507,103890,125,232751,405273,1004325,700.9,756.8,503,1221.1,452.1,499,603
020319,935076455,"Meat; of swine, n.e.c. in item no. 0203.1, fresh or chilled",TRUE,0.2941,1,566644,54853,254658,151,372647,682309,1248953,336.6,268.2,187,460,131,155,205
030231,,,TRUE,0.035,1,,5,,,,5,5,0,8.9,0,,,9,9
030291,,,TRUE,0.0637,1,,10,,,,10,10,0,26.3,0,,,26,26
030341,,,TRUE,0.035,1,,171,,,,171,171,0,14.4,0,,,14,14
030363,,,TRUE,0.06,1,,131,0,,,132,132,0,24,26,,,24,24
030366,,,TRUE,0.0475,1,,9,,,,9,9,0,18.3,0,,,18,18
030390,,,TRUE,0.039,1,754,619,,,,619,1373,9.6,11.2,0,,,11,10
030729,,,TRUE,0.1085,1,44,,,,,,44,50.9,,0,,,0,51
030791,,,TRUE,0.0775,1,,86,,,,86,86,0,17.1,0,,,17,17
030829,,,TRUE,0.0685,1,,26,,,,26,26,0,15.7,0,,,16,16
040819,,,TRUE,0.2,1,,5,,,58,63,63,0,106.8,0,,102.2,103,103
070810,,,TRUE,0.03,1,2,11,,28,12,50,52,11.4,11.3,0,10.8,9.7,11,11
070999,,,TRUE,0.045,1,,9,,,,9,9,0,17.7,0,,,18,18
071159,,,TRUE,0.09,1,,213,,,,213,213,0,25.7,0,,,26,26
071339,,,TRUE,0.065,1,1794,1,158,29,,187,1982,22.8,25.3,25,25.3,,25,23
081010,,,TRUE,0.06,1,,6,,,,6,6,0,24,0,,,24,24
100590,,,TRUE,0.1667,1,0,,83,1,,84,84,49.3,,49,49.3,,49,49
120890,,,TRUE,0.042,1,,15,,2,,17,17,0,25.2,0,25.9,,25,25
151211,,,TRUE,0.0391,1,,151,,,8,159,159,0,20,0,,14.7,20,20
160249,,,TRUE,0.0712,1,13150,,11326,5,,11331,24481,69.1,,54,71.4,,54,61
190531,,,TRUE,0.204,1,1167,35,,,,35,1202,69.3,69.6,0,,,70,69
200580,,,TRUE,0.1245,1,51,,,,,,51,59.2,,0,,,0,59
282911,,,TRUE,0.033,1,391,3418,,,,3418,3809,21.5,14.4,0,,,14,15
410190,,,TRUE,0.1,1,5,6,168,,,174,179,27.7,22.8,28,,,27,27
420221,,,TRUE,0.12,1,950,,,,,,950,147.3,,0,,,0,147
440710,,,TRUE,0.024,1,86,61537,3928,1,15,65481,65568,14.1,12.9,13,14.1,13.9,13,13
441890,,,TRUE,0.028,1,379,618,86,,,704,1083,20.3,19.9,20,,,20,20
611300,,,TRUE,0.088,1,0,47,,,,47,47,91.8,89,0,,,89,89
761300,,,TRUE,0.03,1,0,0,27,,,28,28,24.8,24.8,25,,,25,25
961700,,,TRUE,0.039,1,,23,,,,23,23,0,33.5,0,,,33,33
230120,1844,"Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates",FALSE,,,,,,,,,,,,,,,,
392059,1853,"Plastics; of acrylic polymers (excluding polymethyl methacrylate), plates, sheets, film, foil and strip (not self-adhesive), non-cellular and not reinforced, laminated, supported or similarly combined with other materials",FALSE,,,,,,,,,,,,,,,,
420329,1853,"Clothing accessories; gloves, mittens and mitts, n.e.c. in heading no. 4203, of leather or composition leather, not specially designed for use in sports",FALSE,,,,,,,,,,,,,,,,
950629,1880,"Water sport equipment; water-skis, surf-boards and other water-sport equipment, excluding sailboards",FALSE,,,,,,,,,,,,,,,,
851711,1899,Line telephone sets with cordless handsets,FALSE,,,,,,,,,,,,,,,,
732119,1926,"Cooking appliances and plate warmers; for solid fuel and fuels other than gas or liquid, of iron or steel",FALSE,,,,,,,,,,,,,,,,
280800,1926,Nitric acid; sulphonitric acids,FALSE,,,,,,,,,,,,,,,,
401220,1935,Rubber; used pneumatic tyres,FALSE,,,,,,,,,,,,,,,,
290559,1935,"Alcohols; acyclic; halogenated, sulphonated, nitrated or nitrosated derivatives thereof, other than ethchlorvynol (INN)",FALSE,,,,,,,,,,,,,,,,
721730,1935,"Iron or non-alloy steel; wire, plated or coated with base metals (other than zinc)",FALSE,,,,,,,,,,,,,,,,
152000,1945,"Glycerol, crude; glycerol waters and glycerol lyes",FALSE,,,,,,,,,,,,,,,,
843790,1954,"Machines; parts of those for cleaning, sorting or grading seed, grain or dried leguminous vegetables or for milling or working cereals or dried leguminous vegetables (not farm-type machinery)",FALSE,,,,,,,,,,,,,,,,
870110,1963,Tractors; single axle,FALSE,,,,,,,,,,,,,,,,
620920,1972,"Garments and clothing accessories; babies', of cotton (not knitted or crocheted)",FALSE,,,,,,,,,,,,,,,,
620459,1981,"Skirts and divided skirts; women's or girls', of textile materials n.e.c. in item no. 6204.5 (not knitted or crocheted)",FALSE,,,,,,,,,,,,,,,,
293690,1981,"Vitamins; n.e.c. in heading no. 2936, including natural concentrates",FALSE,,,,,,,,,,,,,,,,
251690,1990,"Monumental or building stone; n.e.c. in heading no. 2516, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",FALSE,,,,,,,,,,,,,,,,
440839,1990,"Wood, of tropical wood; as in Subheading note 2 to this Chapter, n.e.c. in heading no. 4408.31, sheets for veneer or plywood, other wood sawn length wise, sliced or peeled, whether or not planed, sanded or end-jointed, not thicker than 6mm",FALSE,,,,,,,,,,,,,,,,
731940,2000,Safety pins and other pins; of iron or steel,FALSE,,,,,,,,,,,,,,,,
390319,2009,"Styrene polymers; (other than expansible polystyrene), in primary forms",FALSE,,,,,,,,,,,,,,,,
831130,2009,"Rods and wire; coated rods and cored wire, of base metal, for soldering, brazing or welding by flame",FALSE,,,,,,,,,,,,,,,,
621210,2018,Brassieres; whether or not knitted or crocheted,FALSE,,,,,,,,,,,,,,,,
630532,2018,"Sacks and bags; of a kind used for the packing of goods, of man-made textile materials, flexible intermediate bulk containers",FALSE,,,,,,,,,,,,,,,,
691390,2018,Ceramic statuettes and other ornamental ceramic articles; other than of porcelain or china,FALSE,,,,,,,,,,,,,,,,
731582,2018,"Chain; welded link chain, of iron or steel",FALSE,,,,,,,,,,,,,,,,
721129,2027,"Iron or non-alloy steel; flat-rolled, cold-rolled, of a width less than 600mm, containing by weight 0.25% or more of carbon",FALSE,,,,,,,,,,,,,,,,
121020,2055,"Hop cones; ground, powdered or in the form of pellets; lupulin",FALSE,,,,,,,,,,,,,,,,
441400,2055,"Wooden frames; for paintings, photographs, mirrors or similar objects",FALSE,,,,,,,,,,,,,,,,
960329,2064,"Brushes; shaving, hair, nail, eyelash and other toilet brushes for use on the person, including brushes as parts of appliances",FALSE,,,,,,,,,,,,,,,,
551634,2073,"Fabrics, woven; printed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with wool or fine animal hair",FALSE,,,,,,,,,,,,,,,,
901090,2073,Photographic laboratory apparatus and equipment (including cinematographic); parts and accessories,FALSE,,,,,,,,,,,,,,,,
620111,2082,"Coats; men's or boys', overcoats, raincoats, car-coats, capes, cloaks and similar articles, of wool or fine animal hair, other than those of heading no. 6203 (not knitted or crocheted)",FALSE,,,,,,,,,,,,,,,,
620640,2082,"Blouses, shirts and shirt-blouses; women's or girls', of man-made fibres (not knitted or crocheted)",FALSE,,,,,,,,,,,,,,,,
490400,2082,"Music; printed or in manuscript, whether or not bound or illustrated",FALSE,,,,,,,,,,,,,,,,
170230,2091,"Sugars; glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose, the syrup not containing added flavouring or colouring matter",FALSE,,,,,,,,,,,,,,,,
401019,2110,"Rubber; vulcanised, conveyor belts or belting, (reinforced with other than metal only or textile materials only)",FALSE,,,,,,,,,,,,,,,,
621420,2119,"Shawls, scarves, mufflers, mantillas, veils and the like; of wool or fine animal hair (not knitted or crocheted)",FALSE,,,,,,,,,,,,,,,,
040390,2137,"Dairy produce; buttermilk, curdled milk or cream, kephir, fermented or acidified milk or cream, whether or not concentrated or containing added sweetening, flavouring, fruit or cocoa (excluding yoghurt)",FALSE,,,,,,,,,,,,,,,,
292690,2137,Nitrile-function compounds; n.e.c. heading no. 2926,FALSE,,,,,,,,,,,,,,,,
540742,2165,"Fabrics, woven; containing 85% or more by weight of filaments of nylon or other polyamides, dyed",FALSE,,,,,,,,,,,,,,,,
420330,2174,"Clothing accessories; belts and bandoliers, of leather or of composition leather",FALSE,,,,,,,,,,,,,,,,
760692,2174,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm, alloys, (not rectangular or square)",FALSE,,,,,,,,,,,,,,,,
730900,2192,"Reservoirs, tanks, vats and similar containers; for any material (excluding compressed or liquefied gas), of iron or steel, capacity exceeding 300l, whether or not lined or heat insulated",FALSE,,,,,,,,,,,,,,,,
130239,2201,"Mucilages and thickeners; whether or not modified, derived from vegetable products, n.e.c. in item no. 1302.3",FALSE,,,,,,,,,,,,,,,,
381010,2211,"Pickling preparations for metal surfaces; soldering, brazing or welding powders and pastes consisting of metal and other materials",FALSE,,,,,,,,,,,,,,,,
844790,2238,"Machines; for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines for tufting",FALSE,,,,,,,,,,,,,,,,
871140,2247,"Motorcycles (including mopeds) and cycles; fitted with auxiliary motor, reciprocating internal combustion piston engine of cylinder capacity exceeding 500cc but not exceeding 800cc, with or without sidecars; side-cars",FALSE,,,,,,,,,,,,,,,,
441192,2275,"Fibreboard (other than MDF) of a density exceeding 0.8g/cm3, of wood or other ligneous materials, bonded or not with resins or other organic substances",FALSE,,,,,,,,,,,,,,,,
841869,2275,Refrigerating or freezing equipment; n.e.c. in heading no. 8418,FALSE,,,,,,,,,,,,,,,,
560312,2293,"Nonwovens; whether or not impregnated, coated, covered or laminated, of man-made filaments, (weighing more than 25g/m2 but not more than 70g/m2)",FALSE,,,,,,,,,,,,,,,,
853950,2302,Lamps; light-emitting diode (LED) lamps,FALSE,,,,,,,,,,,,,,,,
440324,2330,"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which any cross-sectional dimension is less than 15 cm",FALSE,,,,,,,,,,,,,,,,
284310,2339,Colloidal precious metals; whether or not chemically defined,FALSE,,,,,,,,,,,,,,,,
540794,2348,"Fabrics, woven; of synthetic filament yarn, printed, n.e.c. in heading no. 5407",FALSE,,,,,,,,,,,,,,,,
851810,2357,Microphones and stands therefor,FALSE,,,,,,,,,,,,,,,,
291479,2376,"Ketones and quinones; halogenated, sulphonated, nitrated or nitrosated derivatives, other than chlordecone (ISO)",FALSE,,,,,,,,,,,,,,,,
930520,2385,"Firearms; parts and accessories, of shotguns or rifles of heading 9303",FALSE,,,,,,,,,,,,,,,,
820320,2394,"Tools, hand; pliers (including cutting pliers), pincers, tweezers and similar tools",FALSE,,,,,,,,,,,,,,,,
730531,2412,"Iron or steel (excluding cast iron); tubes and pipes (other than line pipe or casing of a kind used for oil or gas pipelines), longitudinally welded, having circular cross-sections, external diameter exceeds 406.4mm, (not seamless)",FALSE,,,,,,,,,,,,,,,,
290532,2431,"Alcohols; acyclic, diols; propylene glycol (propane-1, 2-diol)",FALSE,,,,,,,,,,,,,,,,
640351,2486,"Footwear; n.e.c. in heading no. 6403, with outer soles and uppers of leather, covering the ankle",FALSE,,,,,,,,,,,,,,,,
830241,2495,"Mountings, fittings and similar articles; of base metal, suitable for buildings",FALSE,,,,,,,,,,,,,,,,
330290,2532,Odoriferous substances and mixtures; used as raw materials in industries other than the food or drink industries,FALSE,,,,,,,,,,,,,,,,
701810,2532,"Glass; beads, imitation pearls, imitation precious or semi-precious stones and similar glass smallwares",FALSE,,,,,,,,,,,,,,,,
620610,2541,"Blouses, shirts and shirt-blouses; women's or girls', of silk or silk waste (not knitted or crocheted)",FALSE,,,,,,,,,,,,,,,,
293712,2541,"Polypeptide hormones, protein hormones and glycoprotein hormones, their derivatives and structural analogues; insulin and its salts",FALSE,,,,,,,,,,,,,,,,
731589,2541,"Chain; n.e.c. in heading no. 7315, of iron or steel",FALSE,,,,,,,,,,,,,,,,
293729,2578,"Steroidal hormones, their derivatives and structural analogues; other than cortisone, hydrocortisone, prednisone (dehydrocortisone), prednisolone (dehydrohydrocortisone), halogenated derivatives of corticosteroidal hormones, oestrogen and progestogens",FALSE,,,,,,,,,,,,,,,,
901730,2587,"Mathematical equipment; micrometers, callipers and gauges",FALSE,,,,,,,,,,,,,,,,
020321,2605,"Meat; of swine, carcasses and half-carcasses, frozen",FALSE,,,,,,,,,,,,,,,,
847910,2651,"Machinery and mechanical appliances; for public works, building or the like",FALSE,,,,,,,,,,,,,,,,
902410,2678,"Machines and appliances; for testing the hardness, strength, compressibility, elasticity or other mechanical properties of metals",FALSE,,,,,,,,,,,,,,,,
851240,2706,"Windscreen wipers, defrosters and demisters; electrical, of kinds used for cycles or motor vehicles",FALSE,,,,,,,,,,,,,,,,
910111,2724,"Wrist-watches; electrically operated, with or without a stop-watch, with case of precious metal or of metal clad with precious metal, with mechanical display only",FALSE,,,,,,,,,,,,,,,,
842410,2734,Fire extinguishers; whether or not charged,FALSE,,,,,,,,,,,,,,,,
700711,2752,"Glass; safety glass, toughened (tempered), of size and shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels",FALSE,,,,,,,,,,,,,,,,
630260,2761,"Kitchen and toilet linen; of terry towelling or similar terry fabrics, of cotton",FALSE,,,,,,,,,,,,,,,,
731519,2770,"Chain; articulated link parts, of iron or steel",FALSE,,,,,,,,,,,,,,,,
848110,2770,"Valves; pressure reducing, for pipes, boiler shells, tanks, vats or the like",FALSE,,,,,,,,,,,,,,,,
610711,2779,"Underpants and briefs; men's or boys', of cotton, knitted or crocheted",FALSE,,,,,,,,,,,,,,,,
611420,2798,"Garments; of cotton, knitted or crocheted, n.e.c. in chapter 61",FALSE,,,,,,,,,,,,,,,,
590310,2834,"Textile fabrics; impregnated, coated, covered or laminated with poly(vinyl chloride)",FALSE,,,,,,,,,,,,,,,,
854419,2844,"Insulated electric conductors; winding wire, (of other than copper)",FALSE,,,,,,,,,,,,,,,,
580137,2853,"Fabrics; woven pile, of man-made fibres, warp pile fabrics, other than fabrics of heading no. 5802 or 5806",FALSE,,,,,,,,,,,,,,,,
680790,2889,Asphalt or similar material; articles (e.g. petroleum bitumen or coal tar pitch) other than in rolls,FALSE,,,,,,,,,,,,,,,,
440121,2899,"Wood; for fuel, in chips or particles, coniferous, whether or not agglomerated",FALSE,,,,,,,,,,,,,,,,
830140,2908,"Locks; (other than those for motor vehicles or furniture), (key, combination or electrically operated), of base metal",FALSE,,,,,,,,,,,,,,,,
842482,2926,"Mechanical appliances; agricultural or horticultural, n.e.c. in heading 8424",FALSE,,,,,,,,,,,,,,,,
721220,2926,"Iron or non-alloy steel; flat-rolled, of a width less than 600mm, electrolytically plated or coated with zinc",FALSE,,,,,,,,,,,,,,,,
842119,2954,"Centrifuges; n.e.c. in heading no. 8421, including centrifugal dryers (but not clothes-dryers)",FALSE,,,,,,,,,,,,,,,,
540772,2954,"Fabrics, woven; containing 85% or more by weight of synthetic filaments (excluding nylon or other polyamides and polyesters), dyed",FALSE,,,,,,,,,,,,,,,,
741533,2954,"Copper; screws, bolts and nuts, threaded",FALSE,,,,,,,,,,,,,,,,
842310,2963,Weighing machines; personal (including baby scales) and household scales,FALSE,,,,,,,,,,,,,,,,
551512,2963,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with man-made filaments",FALSE,,,,,,,,,,,,,,,,
847090,2972,Machines incorporating a calculating device; n.e.c. in heading no. 8470,FALSE,,,,,,,,,,,,,,,,
732399,2972,"Iron or steel; table, kitchen and other household articles and parts thereof, of iron or steel n.e.c. in heading no. 7323",FALSE,,,,,,,,,,,,,,,,
291990,2981,"Esters; phosphoric, and their salts, including lactophosphates, their halogenated, sulphonated, nitrated or nitrosated derivatives; other than tris(2,3-dibromopropyl) phosphate",FALSE,,,,,,,,,,,,,,,,
110720,2990,Malt; roasted,FALSE,,,,,,,,,,,,,,,,
291720,2990,"Acids; cyclanic, cyclenic or cycloterpenic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and derivatives",FALSE,,,,,,,,,,,,,,,,
