Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900190,"Optical elements; lenses n.e.c. in heading no. 9001, prisms, mirrors and other optical elements, unmounted, of any material (excluding elements of glass not optically worked)",8,Weight in kilograms,41,,,,41,,389981,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900211,"Lenses; objective, for cameras, projectors or photographic enlargers or reducers, mounted, being parts or fittings for instruments or apparatus, of any material (excluding glass not optically worked)",8,Weight in kilograms,48,,,,48,,78458,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900211,"Lenses; objective, for cameras, projectors or photographic enlargers or reducers, mounted, being parts or fittings for instruments or apparatus, of any material (excluding glass not optically worked)",8,Weight in kilograms,51,,,,51,,33451,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900211,"Lenses; objective, for cameras, projectors or photographic enlargers or reducers, mounted, being parts or fittings for instruments or apparatus, of any material (excluding glass not optically worked)",8,Weight in kilograms,76,,,,76,,181545,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900219,"Lenses; objective, (other than for cameras, projectors or photographic enlargers or reducers), mounted, of any material (excluding elements of glass not optically worked)",8,Weight in kilograms,48,,,,48,,248072,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900219,"Lenses; objective, (other than for cameras, projectors or photographic enlargers or reducers), mounted, of any material (excluding elements of glass not optically worked)",8,Weight in kilograms,9,,,,9,,19001,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900219,"Lenses; objective, (other than for cameras, projectors or photographic enlargers or reducers), mounted, of any material (excluding elements of glass not optically worked)",8,Weight in kilograms,3,,,,3,,23569,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900220,"Filters; mounted as parts or fittings for instruments or apparatus, of any material (excluding elements of glass not optically worked)",8,Weight in kilograms,2,,,,2,,13285,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900220,"Filters; mounted as parts or fittings for instruments or apparatus, of any material (excluding elements of glass not optically worked)",8,Weight in kilograms,30,,,,30,,16730,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900220,"Filters; mounted as parts or fittings for instruments or apparatus, of any material (excluding elements of glass not optically worked)",8,Weight in kilograms,13,,,,13,,81772,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900290,"Optical elements; n.e.c. in heading no. 9002 (e.g. prisms and mirrors), mounted, being parts or fittings for instruments or apparatus, of any material (excluding elements of glass not optically worked)",8,Weight in kilograms,186,,,,186,,44146,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900290,"Optical elements; n.e.c. in heading no. 9002 (e.g. prisms and mirrors), mounted, being parts or fittings for instruments or apparatus, of any material (excluding elements of glass not optically worked)",8,Weight in kilograms,105,,,,105,,28330,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900290,"Optical elements; n.e.c. in heading no. 9002 (e.g. prisms and mirrors), mounted, being parts or fittings for instruments or apparatus, of any material (excluding elements of glass not optically worked)",8,Weight in kilograms,8,,,,8,,16367,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900311,"Frames and mountings; for spectacles, goggles or the like, of plastics",5,Number of items,30,,,,22,,6179,,,4
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900311,"Frames and mountings; for spectacles, goggles or the like, of plastics",5,Number of items,27,,,,8,,2587,,,4
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900311,"Frames and mountings; for spectacles, goggles or the like, of plastics",5,Number of items,34,,,,24,,7284,,,4
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900390,"Frames and mountings; parts for spectacles, goggles or the like",8,Weight in kilograms,1,,,,1,,3082,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,Number of items,105,,,,138,,5831,,,4
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,Number of items,22517,,,,9303,,398045,,,4
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,Number of items,23546,,,,12222,,522920,,,4
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900510,Binoculars,1,No Quantity,0,,,,12,,28132,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900510,Binoculars,1,No Quantity,0,,,,5,,17164,,,2
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900510,Binoculars,1,No Quantity,0,,,,4,,21349,,,2
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900580,"Monoculars; other optical telescopes and astronomical instruments, excluding instruments for radio-astronomy",1,No Quantity,0,,,,33,,83870,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900580,"Monoculars; other optical telescopes and astronomical instruments, excluding instruments for radio-astronomy",1,No Quantity,0,,,,17,,51340,,,2
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900580,"Monoculars; other optical telescopes and astronomical instruments, excluding instruments for radio-astronomy",1,No Quantity,0,,,,47,,23440,,,2
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900590,"Binoculars, monoculars, other optical telescopes, astronomical instruments (excluding those of radio-astronomy); parts and accessories (including mountings)",8,Weight in kilograms,1,,,,1,,6743,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900630,"Cameras, photographic (excluding cinematographic); specially designed for underwater use, aerial survey, medical or surgical examination of internal organs; comparison cameras for forensic or criminological use",1,No Quantity,0,,,,21,,50673,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900630,"Cameras, photographic (excluding cinematographic); specially designed for underwater use, aerial survey, medical or surgical examination of internal organs; comparison cameras for forensic or criminological use",1,No Quantity,0,,,,43,,72386,,,2
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900630,"Cameras, photographic (excluding cinematographic); specially designed for underwater use, aerial survey, medical or surgical examination of internal organs; comparison cameras for forensic or criminological use",1,No Quantity,0,,,,29,,102323,,,2
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900653,"Cameras, photographic (excluding cinematographic); of a kind (not SLR) for roll film of a width of 35mm",1,No Quantity,0,,,,1,,3263,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900691,"Cameras, photographic (excluding cinematographic); parts and accessories",8,Weight in kilograms,131,,,,131,,18992,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900691,"Cameras, photographic (excluding cinematographic); parts and accessories",8,Weight in kilograms,141,,,,141,,47205,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900691,"Cameras, photographic (excluding cinematographic); parts and accessories",8,Weight in kilograms,75,,,,75,,31175,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900699,"Photographic flashlight apparatus; parts and accessories, for other than cameras",8,Weight in kilograms,23,,,,23,,4422,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900699,"Photographic flashlight apparatus; parts and accessories, for other than cameras",8,Weight in kilograms,21,,,,21,,10908,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900710,"Cameras, cinematographic; whether or not incorporating sound recording apparatus",1,No Quantity,0,,,,2,,7596,,,2
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900720,"Projectors, cinematographic; whether or not incorporating sound recording or reproducing apparatus",1,No Quantity,0,,,,2009,,676589,,,2
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900720,"Projectors, cinematographic; whether or not incorporating sound recording or reproducing apparatus",1,No Quantity,0,,,,16520,,4929621,,,2
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900791,"Cameras, cinematographic; parts and accessories, whether or not incorporating sound recording apparatus",8,Weight in kilograms,55,,,,55,,34784,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900791,"Cameras, cinematographic; parts and accessories, whether or not incorporating sound recording apparatus",8,Weight in kilograms,20,,,,20,,7817,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900791,"Cameras, cinematographic; parts and accessories, whether or not incorporating sound recording apparatus",8,Weight in kilograms,45,,,,45,,39588,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900792,"Projectors, cinematographic; parts and accessories, whether or not incorporating sound reproducing apparatus",8,Weight in kilograms,58,,,,58,,61480,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900792,"Projectors, cinematographic; parts and accessories, whether or not incorporating sound reproducing apparatus",8,Weight in kilograms,261,,,,261,,39468,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900850,"Image projectors, photographic enlargers and reducers, excluding cinematographic",1,No Quantity,0,,,,950,,405945,,,2
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900890,"Photographic (other than cinematographic) image projectors, enlargers, and reducers; parts and accessories",8,Weight in kilograms,11,,,,11,,5229,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,900890,"Photographic (other than cinematographic) image projectors, enlargers, and reducers; parts and accessories",8,Weight in kilograms,15,,,,15,,7917,,,6
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901050,"Photographic laboratory apparatus and equipment; n.e.c. in item no. 9010.10, for photographic (including cinematographic) laboratories; negatoscopes",5,Number of items,1,,,,,,35198,,,4
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901060,Photographic laboratory apparatus and equipment (including cinematographic); projection screens,5,Number of items,4,,,,7029,,95150,,,4
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901060,Photographic laboratory apparatus and equipment (including cinematographic); projection screens,5,Number of items,8,,,,3038,,57384,,,4
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901060,Photographic laboratory apparatus and equipment (including cinematographic); projection screens,5,Number of items,10,,,,18717,,353531,,,4
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901090,Photographic laboratory apparatus and equipment (including cinematographic); parts and accessories,8,Weight in kilograms,2,,,,2,,2073,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901120,"Microscopes, compound optical; for photomicrography, cinephotomicrography or microprojection",1,No Quantity,0,,,,3,,27311,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901120,"Microscopes, compound optical; for photomicrography, cinephotomicrography or microprojection",1,No Quantity,0,,,,11,,6261,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901120,"Microscopes, compound optical; for photomicrography, cinephotomicrography or microprojection",1,No Quantity,0,,,,19,,6266,,,6
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901180,"Microscopes, compound optical; (other than stereoscopic and microscopes for photomicrography, cinephotomicrography or microprojection)",1,No Quantity,0,,,,4,,3343,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901190,"Microscopes, compound optical; parts and accessories (including those for photomicrography, cinephotomicrography or microprojection)",8,Weight in kilograms,269,,,,269,,249115,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901190,"Microscopes, compound optical; parts and accessories (including those for photomicrography, cinephotomicrography or microprojection)",8,Weight in kilograms,404,,,,404,,372773,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901190,"Microscopes, compound optical; parts and accessories (including those for photomicrography, cinephotomicrography or microprojection)",8,Weight in kilograms,683,,,,683,,615886,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901210,Microscopes (excluding optical microscopes); diffraction apparatus,1,No Quantity,0,,,,59,,132868,,,2
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901210,Microscopes (excluding optical microscopes); diffraction apparatus,1,No Quantity,0,,,,6,,26855,,,2
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901210,Microscopes (excluding optical microscopes); diffraction apparatus,1,No Quantity,0,,,,20,,71387,,,2
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901290,Microscopes (excluding optical microscopes); diffraction apparatus; parts and accessories,8,Weight in kilograms,115,,,,115,,163158,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901290,Microscopes (excluding optical microscopes); diffraction apparatus; parts and accessories,8,Weight in kilograms,48,,,,48,,145497,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901290,Microscopes (excluding optical microscopes); diffraction apparatus; parts and accessories,8,Weight in kilograms,32,,,,32,,117580,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901310,"Optical appliances and instruments; telescopic sights for fitting to arms; periscopes; telescopes designed to form parts of machines, appliances, instruments or apparatus of this chapter",5,Number of items,35,,,,5,,13152,,,2
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901310,"Optical appliances and instruments; telescopic sights for fitting to arms; periscopes; telescopes designed to form parts of machines, appliances, instruments or apparatus of this chapter",1,No Quantity,0,,,,16,,7274,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901310,"Optical appliances and instruments; telescopic sights for fitting to arms; periscopes; telescopes designed to form parts of machines, appliances, instruments or apparatus of this chapter",1,No Quantity,0,,,,338,,1327939,,,2
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901320,Lasers; other than laser diodes,1,No Quantity,0,,,,1170,,1428130,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901320,Lasers; other than laser diodes,1,No Quantity,0,,,,462,,436482,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901320,Lasers; other than laser diodes,1,No Quantity,0,,,,709,,827854,,,2
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901380,"Optical devices, appliances and instruments; n.e.c. in heading no. 9013 (including liquid crystal devices)",1,No Quantity,0,,,,623,,562690,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901380,"Optical devices, appliances and instruments; n.e.c. in heading no. 9013 (including liquid crystal devices)",1,No Quantity,0,,,,464,,742742,,,2
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901380,"Optical devices, appliances and instruments; n.e.c. in heading no. 9013 (including liquid crystal devices)",1,No Quantity,0,,,,638,,723338,,,2
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901390,Optical appliances and instruments; parts and accessories for articles of heading no. 9013,8,Weight in kilograms,1910,,,,1910,,995642,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901390,Optical appliances and instruments; parts and accessories for articles of heading no. 9013,8,Weight in kilograms,3323,,,,3323,,1640599,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901390,Optical appliances and instruments; parts and accessories for articles of heading no. 9013,8,Weight in kilograms,2996,,,,2996,,1578276,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901410,Navigational instruments and appliances; direction finding compasses,1,No Quantity,0,,,,22,,3379,,,4
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901420,Navigational instruments and appliances; for aeronautical or space navigation (excluding compasses),5,Number of items,137,,,,173,,3564507,,,2
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901420,Navigational instruments and appliances; for aeronautical or space navigation (excluding compasses),5,Number of items,181,,,,214,,4470006,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901420,Navigational instruments and appliances; for aeronautical or space navigation (excluding compasses),5,Number of items,133,,,,154,,3270545,,,2
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901480,Navigational instruments and appliances; for navigation other than aeronautical or space navigation (excluding direction finding compasses),1,No Quantity,0,,,,54,,88971,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901480,Navigational instruments and appliances; for navigation other than aeronautical or space navigation (excluding direction finding compasses),1,No Quantity,0,,,,71,,141136,,,2
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901480,Navigational instruments and appliances; for navigation other than aeronautical or space navigation (excluding direction finding compasses),1,No Quantity,0,,,,575,,829817,,,2
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901490,Navigational instruments and appliances; parts and accessories,8,Weight in kilograms,156,,,,156,,901008,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901490,Navigational instruments and appliances; parts and accessories,8,Weight in kilograms,104,,,,104,,401520,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901490,Navigational instruments and appliances; parts and accessories,8,Weight in kilograms,67,,,,67,,654098,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901510,Rangefinders,1,No Quantity,0,,,,42,,143229,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901510,Rangefinders,1,No Quantity,0,,,,37,,164869,,,2
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901510,Rangefinders,1,No Quantity,0,,,,11,,40560,,,2
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901540,Surveying equipment; photogrammetrical surveying instruments and appliances,8,Weight in kilograms,11,,,,11,,41387,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901540,Surveying equipment; photogrammetrical surveying instruments and appliances,8,Weight in kilograms,36,,,,36,,151379,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901580,"Surveying equipment; articles n.e.c. in heading no. 9015, including hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances (excluding compasses)",1,No Quantity,0,,,,8856,,10556302,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901580,"Surveying equipment; articles n.e.c. in heading no. 9015, including hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances (excluding compasses)",1,No Quantity,0,,,,6146,,13800075,,,2
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901580,"Surveying equipment; articles n.e.c. in heading no. 9015, including hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances (excluding compasses)",1,No Quantity,0,,,,10247,,11969825,,,2
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901590,Surveying equipment; parts and accessories for articles of heading no. 9015,8,Weight in kilograms,1946,,,,1946,,1673135,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901590,Surveying equipment; parts and accessories for articles of heading no. 9015,8,Weight in kilograms,3668,,,,3668,,4682669,,,6
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901590,Surveying equipment; parts and accessories for articles of heading no. 9015,8,Weight in kilograms,1620,,,,1620,,1710077,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901600,"Balances; of a sensitivity of 5cg or better, with or without weights",8,Weight in kilograms,36,,,,36,,18431,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901730,"Mathematical equipment; micrometers, callipers and gauges",1,No Quantity,0,,,,11,,8346,,,2
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901730,"Mathematical equipment; micrometers, callipers and gauges",1,No Quantity,0,,,,18,,2587,,,2
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901780,Mathematical instruments and equipment; n.e.c. in heading no. 9017,1,No Quantity,0,,,,238,,2897,,,4
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901790,"Drawing, marking-out equipment and mathematical instruments; parts and accessories",8,Weight in kilograms,149,,,,149,,5305,,,6
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901790,"Drawing, marking-out equipment and mathematical instruments; parts and accessories",8,Weight in kilograms,30,,,,30,,5573,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901811,"Medical, surgical instruments and appliances; electro-cardiographs",1,No Quantity,0,,,,80303,,4881829,,,2
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901811,"Medical, surgical instruments and appliances; electro-cardiographs",5,Number of items,4967,,,,71901,,3826778,,,2
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901811,"Medical, surgical instruments and appliances; electro-cardiographs",5,Number of items,7159,,,,76811,,5515268,,,2
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901812,"Medical, surgical instruments and appliances; ultrasonic scanning apparatus",5,Number of items,80,,,,1604,,485819,,,4
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901812,"Medical, surgical instruments and appliances; ultrasonic scanning apparatus",5,Number of items,288,,,,850,,278824,,,4
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901812,"Medical, surgical instruments and appliances; ultrasonic scanning apparatus",5,Number of items,364,,,,2468,,809358,,,4
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901813,"Medical, surgical instruments and appliances; magnetic resonance imaging apparatus",5,Number of items,2,,,,,,7320,,,4
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901813,"Medical, surgical instruments and appliances; magnetic resonance imaging apparatus",5,Number of items,1,,,,,,31835,,,4
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901819,"Medical, surgical instruments and appliances; electro-diagnostic apparatus (including apparatus for functional exploratory examination or for checking physiological parameters), n.e.c. in item no. 9018.1",1,No Quantity,0,,,,2632,,2122698,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901819,"Medical, surgical instruments and appliances; electro-diagnostic apparatus (including apparatus for functional exploratory examination or for checking physiological parameters), n.e.c. in item no. 9018.1",1,No Quantity,0,,,,3816,,2297482,,,2
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901819,"Medical, surgical instruments and appliances; electro-diagnostic apparatus (including apparatus for functional exploratory examination or for checking physiological parameters), n.e.c. in item no. 9018.1",1,No Quantity,0,,,,3844,,1948826,,,2
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901820,"Medical, surgical instruments and appliances; ultra-violet or infra-red ray apparatus",8,Weight in kilograms,4544,,,,4544,,1172416,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901820,"Medical, surgical instruments and appliances; ultra-violet or infra-red ray apparatus",8,Weight in kilograms,287,,,,287,,373958,,,0
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901820,"Medical, surgical instruments and appliances; ultra-violet or infra-red ray apparatus",8,Weight in kilograms,1052,,,,1052,,1273865,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901831,"Medical, surgical instruments and appliances; syringes, with or without needles",1,No Quantity,0,,,,69,,56335,,,0
H5,2018,2018,2018,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901831,"Medical, surgical instruments and appliances; syringes, with or without needles",1,No Quantity,0,,,,60,,40844,,,2
H5,2019,2019,2019,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901831,"Medical, surgical instruments and appliances; syringes, with or without needles",1,No Quantity,0,,,,49,,36753,,,2
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,124,Canada,CAN,,,,,,,,901832,"Medical, surgical instruments and appliances; tubular metal needles and needles for sutures",8,Weight in kilograms,37969,,,,37969,,20505037,,,0
